Rank,Hotness Score,Matchup,Time,Location
1,95.9,#55 Indiana  at  #11 Purdue,8:00 PM,Mackey Arena
2,88.8,#78 Butler  at  #91 Georgetown,6:30 PM,Capital One Arena
3,86.7,#79 Dayton  at  #112 Saint Louis,7:00 PM,Chaifetz Arena
4,83.3,#82 Yale  at  #136 Princeton,5:00 PM,Jadwin Gymnasium
5,81.0,#106 Akron  at  #137 Kent St,7:00 PM,Memorial Athletic and Convocation Center
6,59.2,#261 Dartmouth  at  #126 Cornell,7:00 PM,Newman Arena at Bartels Hall
7,48.6,#281 Mt St Marys  at  #182 Merrimack,7:00 PM,Hammel Court
8,46.8,#274 Harvard  at  #205 Columbia,7:00 PM,Schiller Court in Francis S. Levien Gymnasium
9,46.6,#265 Siena  at  #217 Marist,9:00 PM,McCann Arena
10,46.1,#221 Brown  at  #266 U Penn,7:00 PM,The Palestra
11,39.3,#318 Fairfield  at  #197 Quinnipiac,7:00 PM,M&T Bank Arena
12,38.1,#227 St Peters  at  #305 Rider,7:00 PM,Alumni Gymnasium
13,34.2,#264 Iona  at  #293 Manhattan,7:00 PM,Draddy Gymnasium
14,12.9,#316 Niagara  at  #355 Canisius,7:00 PM,Koessler Athletic Center
