Team,Over Record,Over %,Under %,Total +/-
W Georgia,17-9-0,65.4%,34.6%,+2.2
Oral Roberts,104-64-2,61.9%,38.1%,+3.0
Illinois St,103-64-4,61.7%,38.3%,+3.5
S Dakota St,54-35-1,60.7%,39.3%,+4.5
Bucknell,74-50-2,59.7%,40.3%,+4.1
NJIT,93-63-1,59.6%,40.4%,+1.6
Denver,120-82-1,59.4%,40.6%,+2.3
New Orleans,80-55-2,59.3%,40.7%,+2.6
Morgan St,79-55-0,59.0%,41.0%,+3.5
Indiana St,89-63-2,58.6%,41.5%,+2.6
Alcorn St,81-58-0,58.3%,41.7%,+3.4
Syracuse,85-61-2,58.2%,41.8%,+3.0
Lg Beach St,109-79-1,58.0%,42.0%,+3.3
Michigan,62-45-3,57.9%,42.1%,+2.0
Bowling Grn,93-68-0,57.8%,42.2%,+3.4
Nevada,57-42-1,57.6%,42.4%,+2.5
Seton Hall,85-63-4,57.4%,42.6%,+2.7
South Dakota,89-66-1,57.4%,42.6%,+4.0
Delaware St,105-78-2,57.4%,42.6%,+3.1
Baylor,51-38-3,57.3%,42.7%,+1.5
Prairie View,71-53-1,57.3%,42.7%,+4.0
SC Upstate,107-80-0,57.2%,42.8%,+1.8
Boston Col,129-99-5,56.6%,43.4%,+2.2
Oregon St,108-83-0,56.5%,43.5%,+0.5
Seattle,66-51-2,56.4%,43.6%,+1.9
Le Moyne,22-17-0,56.4%,43.6%,+1.2
Central Ark,100-78-4,56.2%,43.8%,+3.0
Idaho St,123-96-3,56.2%,43.8%,+2.3
S Indiana,32-25-0,56.1%,43.9%,+2.8
North Dakota,120-94-1,56.1%,43.9%,+3.2
Samford,84-66-1,56.0%,44.0%,+3.7
Queens,28-22-1,56.0%,44.0%,+0.8
Iowa St,80-63-1,55.9%,44.1%,+2.7
Youngs St,99-78-0,55.9%,44.1%,+2.3
Fresno St,91-72-1,55.8%,44.2%,+2.0
Howard,72-57-3,55.8%,44.2%,+2.4
USC,73-58-1,55.7%,44.3%,+1.1
Richmond,78-62-2,55.7%,44.3%,+1.4
Columbia,83-66-2,55.7%,44.3%,+2.5
Loyola-MD,83-66-0,55.7%,44.3%,+0.8
UTSA,113-90-2,55.7%,44.3%,+2.8
Neb Omaha,113-90-2,55.7%,44.3%,+2.3
Ball St,79-63-3,55.6%,44.4%,+2.3
Santa Clara,90-72-3,55.6%,44.4%,+1.4
Montana St,90-72-0,55.6%,44.4%,+2.3
Pepperdine,100-80-5,55.6%,44.4%,+2.8
Grd Canyon,40-32-1,55.6%,44.4%,+2.2
