Rank,Hotness Score,Matchup,Time,Location
1,95.3,#21 Texas Tech  vs.  #64 Wake Forest,8:30 PM,Baha Mar Convention Center
2,93.2,#69 Kansas St  vs.  #47 Mississippi St,9:30 PM,T-Mobile Center
3,92.0,#4 Purdue  vs.  #91 Memphis,6:00 PM,Baha Mar Convention Center
4,91.7,#90 New Mexico  vs.  #40 Nebraska,7:00 PM,T-Mobile Center
5,91.1,#72 Pittsburgh  vs.  #76 UCF,7:00 PM,Ocean Center
6,88.5,#117 Troy  at  #26 USC,10:00 PM,Galen Center
7,86.7,#93 Arizona St  at  #97 Hawai'i,11:59 PM,Bankoh Arena at the Stan Sheriff Center
8,82.9,#78 High Point  vs.  #142 Illinois Chicago,2:30 PM,Ocean Center
9,73.9,#225 Tennessee St  at  #15 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
10,73.6,#191 Saint Joseph's  at  #95 UNLV,10:00 PM,Thomas & Mack Center
11,73.5,#219 Elon  at  #48 Miami,7:00 PM,Watsco Center
12,71.2,#238 South Dakota  at  #35 Missouri,8:00 PM,Mizzou Arena
13,70.9,#168 Colgate  at  #157 Cornell,7:00 PM,Newman Arena at Bartels Hall
14,68.1,#194 Pacific  at  #144 Florida Atlantic,7:00 PM,Abessinio Court at Eleanor R. Baldwin Arena
15,67.1,#222 Robert Morris  at  #120 St Bonaventure,6:00 PM,Reilly Center
16,65.9,#243 Cal Poly  at  #102 Utah,9:00 PM,Jon M. Huntsman Center
17,65.0,#279 Bucknell  at  #12 St John's,7:00 PM,Carnesecca Arena
18,63.9,#282 W Michigan  at  #31 Ohio St,8:00 PM,Value City Arena
19,57.7,#249 Tarleton St  at  #161 Rice,8:00 PM,Tudor Fieldhouse
20,57.0,#311 Oral Roberts  at  #54 Oklahoma,8:00 PM,Lloyd Noble Center
21,55.4,#329 Texas So  at  #19 Vanderbilt,7:00 PM,Memorial Gymnasium
22,55.2,#330 Lindenwood  at  #22 Indiana,6:00 PM,Simon Skjodt Assembly Hall
23,53.8,#340 Rider  at  #3 Houston,9:00 PM,Fertitta Center
24,53.4,#304 Mercyhurst  at  #108 Miami OH,7:00 PM,Millett Hall
24,53.4,#337 Chicago St  at  #28 Iowa,7:00 PM,Carver-Hawkeye Arena
26,53.0,#206 Northeastern  at  #239 Princeton,7:00 PM,Jadwin Gymnasium
27,45.7,#259 LIU  at  #228 Fordham,7:00 PM,Rose Hill Gymnasium
28,44.6,#276 Brown  at  #213 Stony Brook,6:30 PM,Stony Brook Arena
29,41.8,#360 C Arkansas  at  #112 N Texas,8:00 PM,The Super Pit
30,38.6,#195 Incarnate Word  vs.  #321 S Indiana,12:30 PM,Ocean Center
30,38.6,#273 N Kentucky  at  #254 C Michigan,7:00 PM,McGuirk Arena
32,37.6,#301 NC Greensboro  at  #232 Queens,7:00 PM,Curry Arena
33,36.1,#363 AR-Pine Bluff  at  #153 Marshall,4:00 PM,Cam Henderson Center
34,--,College of Biblical Studies  at  #308 Hou Christian,8:00 PM,Sharp Gym
34,--,Rockford  at  #136 Illinois St,8:00 PM,CEFCU Arena
34,--,Kean  at  #353 Delaware St,7:00 PM,Memorial Hall/Bayhealth Court
34,--,Ohio Wesleyan  at  #140 Wright St,7:00 PM,Wright State University Nutter Center
34,--,Nobel University  vs.  #163 Montana St,6:00 PM,The Walter Pyramid
