Team,Over Record,Over %,Under %,Total +/-
Chicago,8-2-0,80.0%,20.0%,+11.6
Phoenix,13-4-0,76.5%,23.5%,+6.5
New Orleans,5-2-1,71.4%,28.6%,+7.0
Sacramento,9-4-0,69.2%,30.8%,+8.5
Dallas,10-5-0,66.7%,33.3%,+7.6
New York,7-4-0,63.6%,36.4%,+7.8
Minnesota,7-4-0,63.6%,36.4%,+3.6
Memphis,8-5-0,61.5%,38.5%,-0.1
Denver,11-7-0,61.1%,38.9%,+8.3
Cleveland,6-4-0,60.0%,40.0%,+6.6
Golden State,7-5-0,58.3%,41.7%,-3.6
Milwaukee,9-7-0,56.3%,43.8%,-2.1
San Antonio,7-6-0,53.9%,46.2%,-0.7
Atlanta,7-6-0,53.9%,46.2%,-2.0
Charlotte,5-5-0,50.0%,50.0%,+1.6
Utah,6-6-1,50.0%,50.0%,+2.4
Detroit,6-7-1,46.2%,53.9%,+2.6
Washington,6-7-0,46.2%,53.9%,-4.3
LA Lakers,4-5-0,44.4%,55.6%,-2.7
Philadelphia,4-5-0,44.4%,55.6%,-1.1
Houston,7-9-0,43.8%,56.3%,+0.5
Toronto,6-9-0,40.0%,60.0%,+0.3
Indiana,6-10-0,37.5%,62.5%,-4.6
Brooklyn,4-7-0,36.4%,63.6%,-3.0
Okla City,4-7-1,36.4%,63.6%,-2.7
Miami,4-8-0,33.3%,66.7%,-2.0
Orlando,3-8-0,27.3%,72.7%,-9.6
Boston,4-11-0,26.7%,73.3%,-6.4
LA Clippers,3-11-0,21.4%,78.6%,-6.0
Portland,1-6-1,14.3%,85.7%,-11.6
