Team,Over Record,Over %,Under %,Total +/-
W Georgia,16-8-0,66.7%,33.3%,+2.3
Oral Roberts,103-62-2,62.4%,37.6%,+3.3
Illinois St,103-64-4,61.7%,38.3%,+3.5
S Dakota St,54-35-1,60.7%,39.3%,+4.5
New Orleans,80-52-2,60.6%,39.4%,+2.8
Bucknell,74-50-2,59.7%,40.3%,+4.1
Denver,119-82-1,59.2%,40.8%,+2.2
NJIT,91-63-1,59.1%,40.9%,+1.4
Morgan St,77-54-0,58.8%,41.2%,+3.5
Indiana St,88-62-2,58.7%,41.3%,+2.8
Prairie View,71-51-1,58.2%,41.8%,+4.4
Alcorn St,79-57-0,58.1%,41.9%,+3.2
Lg Beach St,108-78-1,58.1%,41.9%,+3.4
Bowling Grn,92-67-0,57.9%,42.1%,+3.3
Syracuse,83-61-2,57.6%,42.4%,+2.9
Michigan,61-45-3,57.6%,42.5%,+1.8
Boston Col,129-96-5,57.3%,42.7%,+2.5
Baylor,51-38-3,57.3%,42.7%,+1.5
SC Upstate,106-79-0,57.3%,42.7%,+1.8
South Dakota,87-65-1,57.2%,42.8%,+4.0
Nevada,56-42-1,57.1%,42.9%,+2.4
Delaware St,103-78-2,56.9%,43.1%,+2.8
Seattle,66-50-2,56.9%,43.1%,+2.1
Seton Hall,83-63-3,56.9%,43.2%,+2.7
Columbia,82-63-2,56.6%,43.5%,+2.8
Oregon St,108-83-0,56.5%,43.5%,+0.5
Georgia St,57-44-0,56.4%,43.6%,+3.9
North Dakota,120-93-1,56.3%,43.7%,+3.2
Iowa St,80-62-1,56.3%,43.7%,+2.7
Michigan St,49-38-0,56.3%,43.7%,+2.5
Youngs St,99-77-0,56.3%,43.8%,+2.4
Fresno St,90-70-1,56.3%,43.8%,+2.3
Richmond,77-60-2,56.2%,43.8%,+1.5
Weber St,60-47-1,56.1%,43.9%,+1.4
Ball St,79-62-3,56.0%,44.0%,+2.5
Samford,84-66-1,56.0%,44.0%,+3.7
Idaho St,122-96-3,56.0%,44.0%,+2.3
Neb Omaha,112-89-2,55.7%,44.3%,+2.2
Santa Clara,90-72-3,55.6%,44.4%,+1.4
Montana St,90-72-0,55.6%,44.4%,+2.3
Grd Canyon,40-32-1,55.6%,44.4%,+2.2
Loyola-MD,81-65-0,55.5%,44.5%,+0.9
Howard,71-57-3,55.5%,44.5%,+2.5
Central Ark,97-78-4,55.4%,44.6%,+2.8
UCSD,36-29-2,55.4%,44.6%,+3.1
Geo Mason,88-71-1,55.4%,44.7%,+1.4
Le Moyne,21-17-0,55.3%,44.7%,+1.2
UTSA,111-90-2,55.2%,44.8%,+2.6
Lamar,75-61-1,55.2%,44.9%,+1.1
Queens,27-22-1,55.1%,44.9%,+0.6
Pepperdine,98-80-4,55.1%,44.9%,+2.6
USC,71-58-1,55.0%,45.0%,+0.9
Hofstra,51-42-0,54.8%,45.2%,+2.3
LSU,81-67-1,54.7%,45.3%,+1.8
Hsn Christian,93-77-2,54.7%,45.3%,+2.4
Navy,64-53-2,54.7%,45.3%,-0.3
Furman,47-39-1,54.7%,45.4%,0.0
Montana,53-44-0,54.6%,45.4%,+0.9
Wright St,53-44-0,54.6%,45.4%,+2.5
S Indiana,30-25-0,54.6%,45.5%,+2.4
St Josephs,97-81-1,54.5%,45.5%,+1.8
NC-Asheville,61-51-4,54.5%,45.5%,+1.1
Delaware,98-82-0,54.4%,45.6%,+2.6
San Diego,105-88-1,54.4%,45.6%,+0.7
Missouri St,81-68-0,54.4%,45.6%,+2.0
Winthrop,38-32-2,54.3%,45.7%,+2.2
S Utah,95-80-5,54.3%,45.7%,+1.9
Iona,45-38-2,54.2%,45.8%,+0.4
Toledo,45-38-1,54.2%,45.8%,+3.7
Stetson,90-76-3,54.2%,45.8%,+1.1
WI-Grn Bay,111-94-1,54.2%,45.9%,+2.0
Sacred Hrt,66-56-0,54.1%,45.9%,+3.6
UNLV,80-68-0,54.1%,46.0%,+1.5
Army,68-58-0,54.0%,46.0%,+2.8
Holy Cross,102-87-3,54.0%,46.0%,+0.5
Colorado St,75-64-0,54.0%,46.0%,+1.1
Cornell,82-70-1,54.0%,46.1%,+3.2
