Team,Over Record,Over %,Under %,Total +/-
W Georgia,10-5-0,66.7%,33.3%,+1.9
Syracuse,71-40-0,64.0%,36.0%,+4.8
S Dakota St,84-49-1,63.2%,36.8%,+5.5
Delaware St,73-43-1,62.9%,37.1%,+5.3
NJIT,78-46-1,62.9%,37.1%,+3.2
New Orleans,67-41-2,62.0%,38.0%,+3.2
Santa Clara,66-42-4,61.1%,38.9%,+2.6
Northeastrn,89-57-1,61.0%,39.0%,+2.9
Weber St,84-54-1,60.9%,39.1%,+2.9
Central Ark,76-49-2,60.8%,39.2%,+4.0
Sacred Hrt,79-51-0,60.8%,39.2%,+5.2
Fresno St,81-53-1,60.5%,39.6%,+2.4
Columbia,68-45-3,60.2%,39.8%,+3.1
NC-Asheville,65-44-4,59.6%,40.4%,+3.6
Oral Roberts,93-63-2,59.6%,40.4%,+2.8
UNLV,71-49-0,59.2%,40.8%,+3.8
Oregon St,68-47-0,59.1%,40.9%,+0.3
S Indiana,26-18-0,59.1%,40.9%,+4.3
North Dakota,92-64-1,59.0%,41.0%,+4.3
Morgan St,63-44-1,58.9%,41.1%,+2.4
South Dakota,80-56-3,58.8%,41.2%,+4.7
Indiana St,77-54-2,58.8%,41.2%,+4.8
Wright St,84-59-0,58.7%,41.3%,+3.2
Lg Beach St,92-65-0,58.6%,41.4%,+4.8
Iowa St,66-47-1,58.4%,41.6%,+3.8
Michigan,66-47-0,58.4%,41.6%,+2.2
UTSA,80-57-2,58.4%,41.6%,+5.1
LSU,64-47-1,57.7%,42.3%,+3.2
Providence,64-47-4,57.7%,42.3%,+0.6
Denver,83-61-1,57.6%,42.4%,+1.5
Toledo,85-63-1,57.4%,42.6%,+4.3
Boston Col,62-46-4,57.4%,42.6%,+1.5
Illinois St,74-55-2,57.4%,42.6%,+2.5
Seattle,59-44-2,57.3%,42.7%,+2.1
Youngs St,88-66-0,57.1%,42.9%,+2.1
Arizona,65-49-0,57.0%,43.0%,+4.0
Old Dominion,74-56-2,56.9%,43.1%,+2.4
Nebraska,70-53-1,56.9%,43.1%,+2.5
NC A&T,66-50-0,56.9%,43.1%,+2.5
Tulane,63-48-0,56.8%,43.2%,+2.6
Bowling Grn,80-61-0,56.7%,43.3%,+2.7
St Josephs,73-56-0,56.6%,43.4%,+3.1
Holy Cross,66-51-3,56.4%,43.6%,+1.4
Hampton,62-48-0,56.4%,43.6%,+2.8
Alcorn St,76-59-0,56.3%,43.7%,+2.7
Stetson,67-52-3,56.3%,43.7%,+2.1
San Diego,72-56-1,56.3%,43.8%,+2.2
Charlotte,72-56-5,56.3%,43.8%,+2.0
Cornell,73-57-1,56.2%,43.9%,+3.3
Georgetown,64-50-0,56.1%,43.9%,+2.7
Mercer,83-65-2,56.1%,43.9%,+2.9
E Carolina,60-47-3,56.1%,43.9%,+1.2
Le Moyne,19-15-0,55.9%,44.1%,+1.3
Buffalo,77-61-1,55.8%,44.2%,+2.5
Montana,87-69-0,55.8%,44.2%,+3.2
E Kentucky,83-66-1,55.7%,44.3%,+2.3
San Jose St,74-59-1,55.6%,44.4%,+3.2
Louisiana,79-63-2,55.6%,44.4%,+1.4
U Mass,65-52-0,55.6%,44.4%,+1.7
Abl Christian,55-44-1,55.6%,44.4%,+1.7
Idaho St,86-69-3,55.5%,44.5%,+1.6
Florida St,61-49-3,55.5%,44.6%,+0.7
High Point,57-46-1,55.3%,44.7%,+1.3
NC-Wilmgton,76-62-1,55.1%,44.9%,+2.8
SC Upstate,71-58-0,55.0%,45.0%,+0.5
Marshall,78-64-2,54.9%,45.1%,+2.1
Rhode Island,67-55-1,54.9%,45.1%,+0.3
Louisville,62-51-1,54.9%,45.1%,+2.5
Duquesne,57-47-1,54.8%,45.2%,+2.8
WI-Grn Bay,92-76-2,54.8%,45.2%,+1.9
NC-Grnsboro,75-62-4,54.7%,45.3%,+2.1
Hawaii,52-43-4,54.7%,45.3%,+2.2
Sam Hous St,64-53-0,54.7%,45.3%,+0.7
Bucknell,70-58-2,54.7%,45.3%,+2.6
E Washingtn,95-79-2,54.6%,45.4%,+1.4
VMI,78-65-2,54.6%,45.5%,+1.9
Baylor,60-50-2,54.6%,45.5%,+1.3
NC State,60-50-0,54.6%,45.5%,+2.0
Michigan St,60-50-1,54.6%,45.5%,+0.9
Detroit,91-76-4,54.5%,45.5%,+3.5
TX A&M-CC,61-51-2,54.5%,45.5%,+0.7
Neb Omaha,92-77-0,54.4%,45.6%,+2.0
GA Tech,68-57-1,54.4%,45.6%,+1.8
USC,62-52-1,54.4%,45.6%,+1.1
Norfolk St,62-52-0,54.4%,45.6%,-0.3
St. Thomas,31-26-1,54.4%,45.6%,+1.3
Gonzaga,56-47-0,54.4%,45.6%,+3.1
American,69-58-0,54.3%,45.7%,+1.6
Texas A&M,57-48-1,54.3%,45.7%,+1.1
UCSD,32-27-3,54.2%,45.8%,+2.4
W Virginia,58-49-2,54.2%,45.8%,+2.0
Prairie View,71-60-1,54.2%,45.8%,+2.0
New Mexico,65-55-0,54.2%,45.8%,+3.4
