Rank,Hotness Score,Matchup,Time,Location
1,98.1,#30 Mississippi St  at  #5 Alabama,9:00 PM,Coleman Coliseum
2,97.7,#20 Baylor  at  #39 Cincinnati,7:00 PM,Fifth Third Arena
3,96.9,#4 Florida  at  #46 Georgia,7:00 PM,Stegeman Coliseum
4,96.3,#10 Gonzaga  at  #59 Santa Clara,11:00 PM,Leavey Center
5,95.6,#58 Iowa  at  #19 Illinois,9:00 PM,State Farm Center
6,95.4,#6 Tennessee  at  #63 LSU,9:00 PM,Pete Maravich Assembly Center
7,95.2,#41 New Mexico  at  #56 San Diego St,11:00 PM,Viejas Arena
8,93.5,#75 South Carolina  at  #22 Missouri,9:00 PM,Mizzou Arena
9,93.3,#67 TCU  at  #47 West Virginia,9:00 PM,WVU Coliseum
10,93.1,#82 Providence  at  #23 Marquette,7:00 PM,Fiserv Forum
11,91.9,#7 Iowa St  at  #100 Oklahoma St,8:00 PM,Gallagher-Iba Arena
12,91.6,#96 Washington  at  #16 Wisconsin,9:00 PM,Kohl Center
13,91.5,#52 Northwestern  at  #88 Minnesota,7:00 PM,Williams Arena
14,90.0,#101 Georgia Tech  at  #43 Pittsburgh,7:00 PM,Petersen Events Center
15,89.3,#27 Louisville  at  #114 Virginia Tech,9:00 PM,Cassell Coliseum
16,88.3,#1 Duke  at  #125 Miami,7:00 PM,Watsco Center
17,82.2,#113 Saint Louis  at  #120 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
18,77.0,#185 Wyoming  at  #72 Nevada,10:00 PM,Lawlor Events Center
19,75.1,#104 UNLV  at  #182 San Jose St,10:00 PM,Provident Credit Union Event Center
20,73.4,#115 Troy  at  #184 Texas St,8:00 PM,Strahan Arena at the University Events Center
21,72.6,#36 VCU  at  #230 Richmond,7:00 PM,Robins Center
22,71.2,#128 Illinois St  at  #190 S Illinois,8:00 PM,Banterra Center
23,70.7,#193 Indiana St  at  #126 Murray St,8:00 PM,CFSB Center
24,68.6,#201 Toledo  at  #132 Kent St,7:00 PM,Memorial Athletic and Convocation Center
25,61.0,#109 Akron  at  #264 Ball St,7:00 PM,Worthen Arena
26,58.0,#68 Colorado St  at  #300 Air Force,9:00 PM,Clune Arena
27,56.4,#156 App State  at  #260 Georgia So,7:00 PM,Jack and Ruth Ann Hill Convocation Center
28,46.8,#151 Ohio  at  #316 W Michigan,7:00 PM,University Arena in Read Fieldhouse
29,44.1,#302 Old Dominion  at  #187 Marshall,7:00 PM,Cam Henderson Center
30,41.9,#148 J Madison  at  #341 UL Monroe,7:30 PM,Fant-Ewing Coliseum
31,37.7,#346 N Illinois  at  #169 Miami OH,7:00 PM,Millett Hall
32,32.2,#352 Buffalo  at  #200 C Michigan,7:00 PM,McGuirk Arena
33,31.0,#290 Army  at  #285 Lafayette,7:00 PM,Kirby Sports Center
34,27.4,#288 Bowling Green  at  #305 E Michigan,6:30 PM,George Gervin GameAbove Center
35,11.7,#331 Lindenwood  at  #347 W Illinois,8:30 PM,LeRoy A. Ufkes Court at Western Hall
