Team,Over Record,Over %,Under %,Total +/-
Queens,24-11-2,68.6%,31.4%,+3.9
Kentucky,52-28-0,65.0%,35.0%,+4.8
Samford,79-46-1,63.2%,36.8%,+6.1
Grd Canyon,45-28-0,61.6%,38.4%,+3.8
New Orleans,69-43-1,61.6%,38.4%,+3.2
Belmont,45-29-1,60.8%,39.2%,+3.9
Wyoming,93-60-1,60.8%,39.2%,+3.3
NC-Asheville,54-35-2,60.7%,39.3%,+2.2
North Dakota,98-64-1,60.5%,39.5%,+3.6
Weber St,66-44-3,60.0%,40.0%,+2.9
Incar Word,70-47-2,59.8%,40.2%,+3.4
Loyola-MD,71-48-2,59.7%,40.3%,+3.0
Delaware St,87-59-1,59.6%,40.4%,+3.3
Richmond,79-54-2,59.4%,40.6%,+2.1
Auburn,64-44-1,59.3%,40.7%,+4.0
Texas St,68-47-4,59.1%,40.9%,+1.8
WI-Milwkee,92-65-0,58.6%,41.4%,+2.7
Idaho St,99-70-3,58.6%,41.4%,+2.8
Geo Mason,82-58-0,58.6%,41.4%,+2.0
Harvard,60-43-0,58.3%,41.8%,+1.9
Northeastrn,82-59-1,58.2%,41.8%,+2.2
Neb Omaha,98-71-0,58.0%,42.0%,+3.2
Brown,69-50-0,58.0%,42.0%,+2.9
S Carolina,73-53-4,57.9%,42.1%,+2.8
Gard-Webb,59-43-1,57.8%,42.2%,+3.0
Lipscomb,53-39-1,57.6%,42.4%,+4.6
Dayton,53-39-2,57.6%,42.4%,+3.4
Tulane,95-70-2,57.6%,42.4%,+3.0
Baylor,50-37-1,57.5%,42.5%,+3.3
S Dakota St,50-37-1,57.5%,42.5%,+2.6
UC Irvine,51-38-2,57.3%,42.7%,+4.1
Air Force,106-79-2,57.3%,42.7%,+2.1
Navy,59-44-1,57.3%,42.7%,-0.1
Columbia,76-57-1,57.1%,42.9%,+3.8
Central Ark,76-57-2,57.1%,42.9%,+3.4
E Tenn St,60-45-2,57.1%,42.9%,+0.6
