Team,Over Record,Over %,Under %,Total +/-
Washington,253-211-8,54.5%,45.5%,+1.8
Minnesota,261-218-3,54.5%,45.5%,+0.8
San Antonio,260-218-4,54.4%,45.6%,+1.2
Denver,251-221-6,53.2%,46.8%,+1.1
Sacramento,215-198-9,52.1%,47.9%,+1.2
Utah,242-225-9,51.8%,48.2%,+0.8
Milwaukee,263-245-8,51.8%,48.2%,+1.0
Atlanta,258-241-6,51.7%,48.3%,+1.1
Okla City,240-225-6,51.6%,48.4%,+0.6
Toronto,260-245-8,51.5%,48.5%,+0.2
Detroit,217-209-8,50.9%,49.1%,+1.1
Cleveland,254-247-3,50.7%,49.3%,+0.5
Portland,236-231-1,50.5%,49.5%,+0.7
Indiana,247-243-6,50.4%,49.6%,+1.1
Miami,259-255-3,50.4%,49.6%,+0.1
LA Lakers,230-230-2,50.0%,50.0%,+0.2
Boston,278-278-3,50.0%,50.0%,0.0
New Orleans,220-222-3,49.8%,50.2%,+0.9
Memphis,235-244-5,49.1%,50.9%,+1.0
Houston,246-258-9,48.8%,51.2%,-0.6
New York,223-236-9,48.6%,51.4%,+0.7
Phoenix,220-234-7,48.5%,51.5%,-0.9
Golden State,252-271-9,48.2%,51.8%,-0.9
Philadelphia,230-248-6,48.1%,51.9%,-0.7
Charlotte,226-244-7,48.1%,51.9%,+0.5
Chicago,219-242-4,47.5%,52.5%,+0.1
Brooklyn,222-246-9,47.4%,52.6%,+0.3
Dallas,235-262-3,47.3%,52.7%,+0.2
Orlando,226-253-6,47.2%,52.8%,-0.6
LA Clippers,206-244-8,45.8%,54.2%,-1.3
