Team,ATS Record,Cover %,MOV,ATS +/-
San Antonio,224-197-8,53.2%,6.1,+1.0
Brooklyn,219-193-6,53.2%,0.0,+0.4
Denver,234-208-13,52.9%,4.5,+0.5
Chicago,240-219-4,52.3%,1.2,+0.4
Golden State,243-222-14,52.3%,4.5,+0.3
Detroit,212-195-6,52.1%,1.4,+1.1
Utah,223-209-9,51.6%,3.9,+0.3
Okla City,216-206-10,51.2%,2.7,+0.3
Dallas,212-204-8,51.0%,4.5,+0.2
Atlanta,214-206-2,51.0%,0.3,+0.2
Miami,216-208-8,50.9%,3.2,+0.1
Toronto,194-187-8,50.9%,2.0,+0.1
New Orleans,223-216-8,50.8%,0.8,+0.5
Indiana,210-206-10,50.5%,2.7,+0.5
Memphis,211-210-7,50.1%,1.5,0.0
Portland,223-224-6,49.9%,0.5,-0.1
New York,204-206-4,49.8%,-0.9,-0.3
Boston,196-198-10,49.8%,5.3,+0.8
Houston,213-217-4,49.5%,3.0,0.0
Sacramento,207-213-17,49.3%,0.1,+0.3
Cleveland,216-225-5,49.0%,2.2,0.0
Philadelphia,205-214-4,48.9%,-0.4,-0.4
Phoenix,233-246-8,48.6%,2.3,-0.3
LA Clippers,225-242-4,48.2%,2.5,-0.6
Charlotte,188-204-8,48.0%,-2.8,-0.8
Washington,201-224-13,47.3%,-1.3,-0.5
LA Lakers,203-229-4,47.0%,2.0,-0.3
Milwaukee,217-245-10,47.0%,1.6,-0.8
Minnesota,198-225-6,46.8%,-0.2,-0.3
Orlando,196-234-9,45.6%,-0.7,-1.2
