Rank,Hotness Score,Matchup,Time,Location
1,99.3,#9 Purdue  at  #17 Michigan,7:00 PM,Crisler Center
2,99.0,#4 Tennessee  at  #20 Kentucky,7:00 PM,Rupp Arena at Central Bank Center
3,98.6,#23 UCLA  at  #13 Illinois,8:00 PM,State Farm Center
4,98.2,#6 Florida  at  #30 Miss State,7:00 PM,Humphrey Coliseum
4,98.2,#5 Alabama  at  #32 Texas,9:00 PM,Moody Center
6,97.7,#25 Connecticut  at  #27 Creighton,9:00 PM,CHI Health Center Omaha
7,96.8,#42 Georgia  at  #21 Texas A&M,9:00 PM,Reed Arena
8,96.3,#34 BYU  at  #44 W Virginia,7:00 PM,WVU Coliseum
8,96.3,#36 Pittsburgh  at  #43 S Methodist,9:00 PM,Moody Coliseum
10,96.2,#1 Auburn  at  #55 Vanderbilt,7:00 PM,Memorial Gymnasium
10,96.2,#8 Arizona  at  #59 Kansas St,8:00 PM,Bramlage Coliseum
12,96.0,#53 Indiana  at  #16 Michigan St,9:00 PM,Jack Breslin Student Events Center
13,95.6,#7 Iowa St  at  #65 UCF,7:00 PM,Addition Financial Arena
14,95.0,#54 Northwestern  at  #37 Oregon,11:00 PM,Matthew Knight Arena
15,94.2,#64 Santa Clara  at  #33 St Marys,11:00 PM,University Credit Union Pavilion
16,93.9,#52 Penn St  at  #58 USC,9:00 PM,Galen Center
16,93.9,#67 Utah  at  #40 Cincinnati,7:00 PM,Fifth Third Arena
18,92.0,#78 Colorado St  at  #51 Utah St,11:00 PM,Dee Glen Smith Spectrum
19,91.8,#95 Colorado  at  #12 Kansas,9:00 PM,Allen Fieldhouse
20,89.7,#110 DePaul  at  #22 Marquette,8:30 PM,Fiserv Forum
21,86.9,#71 Geo Mason  at  #115 Saint Louis,8:00 PM,Chaifetz Arena
22,81.7,#108 Syracuse  at  #127 Miami,7:00 PM,Watsco Center
23,79.8,#57 San Diego St  at  #176 San Jose St,11:00 PM,Provident Credit Union Event Center
24,79.4,#129 IL-Chicago  at  #128 Murray St,8:00 PM,CFSB Center
25,77.5,#97 UAB  at  #170 E Carolina,7:00 PM,Williams Arena at Minges Coliseum
26,75.1,#83 North Texas  at  #193 Rice,9:00 PM,Tudor Fieldhouse
27,72.9,#191 Indiana St  at  #107 N Iowa,8:00 PM,McLeod Center
28,68.5,#174 Toledo  at  #164 Miami (OH),7:00 PM,Millett Hall
29,65.9,#117 Loyola-Chi  at  #232 Richmond,7:00 PM,Robins Center
30,65.3,#218 Central Mich  at  #137 Kent St,7:00 PM,Memorial Athletic and Convocation Center
31,63.1,#155 Loyola Mymt  at  #219 Pepperdine,9:00 PM,Firestone Fieldhouse
32,54.9,#296 Air Force  at  #106 UNLV,10:00 PM,Thomas & Mack Center
33,52.4,#238 SE Missouri  at  #209 AR Lit Rock,8:00 PM,Jack Stephens Center
34,49.8,#325 W Michigan  at  #102 Akron,7:00 PM,James A. Rhodes Arena
35,49.6,#163 Ohio  at  #292 Bowling Grn,7:00 PM,Stroh Center
36,30.4,#315 E Michigan  at  #262 Ball St,7:00 PM,Worthen Arena
37,7.9,#348 Buffalo  at  #349 N Illinois,7:00 PM,NIU Convocation Center
