Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
NIU,Buffalo,2.0,154.,140,[],False
Akron,Western Michigan,14.5,156.,197,[],False
Bowling Green,Ohio,-4.5,155.5.,167,[],False
Michigan,Purdue,3.0,152.,148,[],False
Ball St.,Eastern Michigan,4.5,149.,170,[],False
East Carolina,East Carolina,2.5,152.5.,157,[],False
Richmond,Loyola-Chicago,-5.5,129.5.,167,[],False
Miami-Florida,Miami-Florida,-2.5,150.5.,175,[],False
West Virginia,Brigham Young,2.5,135.,142,[],False
Central Florida,Iowa State,-7.5,157.5.,142,[],False
Miami (OH),Miami (OH),-4.5,156.5.,172,[],False
Kent St.,Central Michigan,8.5,135.5.,174,[],False
Cincinnati,Cincinnati,-8.0,136.5.,160,[],False
Vanderbilt,Auburn,-8.5,157.5.,148,[],False
Mississippi State,Florida,2.5,154.5.,149,[],False
Kentucky,Kentucky,3.5,146.5.,139,[],False
Illinois,UCLA,7.0,148.,161,[],False
Little Rock,SE Missouri St.,5.0,136.5.,102,[],False
Northern Iowa,Northern Iowa,-8.0,152.5.,161,[],False
Kansas State,Kansas State,3.5,150.,143,[],False
Murray St.,Murray St.,-3.5,144.5.,116,[],False
Saint Louis,George Mason,1.5,133.,150,[],False
Marquette,DePaul,17.0,141.5.,126,[],False
Pepperdine,Loyola Marymount,-2.5,144.5.,129,[],False
Michigan St.,Indiana,11.5,148.5.,138,[],False
SMU,SMU,-4.0,149.5.,146,[],False
Creighton,Connecticut,3.5,140.5.,136,[],False
Kansas,Colorado,17.5,142.5.,130,[],False
Texas,Alabama,-4.5,167.,183,[],False
Texas A&M,Texas A&M,-7.5,138.,122,[],False
USC,USC,-4.0,151.5.,159,[],False
UNLV,UNLV,-13.5,135.,129,[],False
Saint Mary'S,Santa Clara,12.0,137.5.,137,[],False
Utah St.,Utah St.,-6.5,147.,178,[],False
Oregon,Northwestern,9.5,143.5.,156,[],False
San Jose St.,San Jose St.,10.0,132.5.,135,[],False
