Rank,Hotness Score,Matchup,Time,Location
1,98.1,#20 Michigan St  at  #30 Nebraska,9:00 PM,Pinnacle Bank Arena
2,96.3,#43 USC  at  #1 Michigan,7:00 PM,Crisler Center
3,94.2,#66 West Virginia  at  #6 Iowa St,9:00 PM,James H. Hilton Coliseum
4,93.1,#8 Louisville  at  #90 Stanford,8:00 PM,Maples Pavilion
5,91.9,#58 Notre Dame  at  #77 California,11:00 PM,Haas Pavilion
6,89.6,#59 Oregon  at  #101 Maryland,7:30 PM,Xfinity Center
7,89.5,#115 Seattle  at  #2 Gonzaga,9:00 PM,McCarthey Athletic Center
8,85.3,#29 Ohio St  at  #148 Rutgers,8:00 PM,Jersey Mike's Arena
9,80.1,#135 Kennesaw St  at  #110 Liberty,7:00 PM,Liberty Arena
10,77.1,#116 Loyola Mymt  at  #159 Washington St,9:30 PM,Friel Court at Beasley Coliseum
11,76.8,#126 Sam Houston  at  #151 W Kentucky,5:00 PM,E.A. Diddle Arena
12,72.0,#172 Louisiana Tech  at  #138 Middle Tenn,7:30 PM,Murphy Center
13,71.9,#157 Oregon St  at  #156 Pacific,10:00 PM,Alex G. Spanos Center
14,69.4,#137 New Mexico St  at  #194 Florida Intl,12:00 PM,Ocean Bank Convocation Center
15,69.3,#220 San Diego  at  #99 San Francisco,10:00 PM,War Memorial at the Sobrato Center
16,69.2,#228 Lamar  at  #80 McNeese,7:00 PM,Townsley Law Arena
17,66.9,#178 Siena  at  #173 Iona,7:00 PM,Hynes Athletics Center
18,66.8,#262 Portland  at  #39 Saint Mary's,10:00 PM,University Credit Union Pavilion
19,60.3,#285 Pepperdine  at  #71 Santa Clara,10:00 PM,Leavey Center
20,54.5,#162 Marist  at  #265 Saint Peter's,7:00 PM,Run Baby Run Arena
21,49.9,#244 C Connecticut  at  #219 LIU,7:00 PM,Steinberg Wellness Center
22,49.1,#223 UTEP  at  #246 Missouri St,8:00 PM,Great Southern Bank Arena
23,46.8,#200 Robert Morris  at  #281 Detroit Mercy,7:00 PM,Calihan Hall
24,45.7,#154 Quinnipiac  at  #318 Manhattan,7:00 PM,Draddy Gymnasium
25,42.0,#191 Jacksonville St  at  #315 Delaware,7:00 PM,Bob Carpenter Center
26,33.8,#297 Mt St Mary's  at  #260 Merrimack,3:00 PM,Lawler Arena
27,22.7,#268 Fairfield  at  #351 Canisius,4:00 PM,Koessler Athletic Center
28,19.1,#304 Wagner  at  #336 Chicago St,7:00 PM,Emil and Patricia Jones Convocation Center
29,19.0,#283 Sacred Heart  at  #355 Niagara,4:00 PM,Gallagher Center
30,15.1,#345 F Dickinson  at  #311 Mercyhurst,7:30 PM,Owen McCormick Court at the Mercyhurst Athletic
31,13.6,#306 Le Moyne  at  #359 St Francis PA,7:00 PM,DeGol Arena
32,13.2,#337 New Haven  at  #335 Stonehill,7:00 PM,Merkert Gymnasium
33,--,Alfred State  at  #149 Cornell,2:00 PM,Newman Arena at Bartels Hall
