Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Toronto,Philadelphia,Toronto,+11,225.,209,[]
New York,Indiana,New York,-2,242.,243,[]
Detroit,Chicago,Detroit,-5,237.5.,224,[]
Memphis,Phoenix,Memphis,-4,246.5.,231,[]
