Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,7-2-1,77.8%,5.5,+7.3
Utah Tech,19-6-1,76.0%,6.4,+4.6
Queens,25-9-1,73.5%,3.9,+2.3
Maryland ES,36-17-1,67.9%,-7.6,+2.1
St Thomas,18-10-0,64.3%,8.2,+2.8
NC Central,39-23-4,62.9%,2.7,+2.3
UT Arlington,50-33-1,60.2%,1.9,+2.5
Purdue FW,97-65-4,59.9%,1.4,+1.9
Florida A&M,28-19-0,59.6%,-7.6,+1.6
Norfolk St,35-24-2,59.3%,-2.6,+2.9
N Florida,57-42-2,57.6%,-1.3,+1.6
Arizona,162-120-7,57.5%,12.0,+1.9
Jacksonville St,82-61-3,57.3%,0.0,+1.6
Omaha,66-50-2,56.9%,-0.3,+0.9
Manhattan,140-107-3,56.7%,0.0,+0.4
Prairie View,27-21-2,56.3%,-7.8,+1.1
Michigan St,285-222-8,56.2%,8.7,+1.0
UC Riverside,92-72-2,56.1%,-1.0,+0.4
Oakland,74-58-2,56.1%,0.3,+0.7
Maine,68-54-3,55.7%,-3.6,+0.5
NC Asheville,69-55-2,55.7%,1.0,+0.9
Jackson St,30-24-1,55.6%,-6.7,+0.8
UC Davis,61-49-3,55.5%,-0.2,-0.2
SE Louisiana,51-41-1,55.4%,0.4,+0.5
Coppin St,37-30-1,55.2%,-9.7,+1.9
Tarleton St,16-13-0,55.2%,7.2,+0.5
Vermont,81-66-2,55.1%,7.7,+0.8
Kansas City,49-40-1,55.1%,-3.2,+0.5
Cornell,49-40-2,55.1%,0.7,+1.2
San Diego,99-81-2,55.0%,1.5,+1.6
UCSD,11-9-1,55.0%,6.4,+2.9
VCU,262-216-7,54.8%,6.4,+1.2
Mercer,98-81-3,54.8%,1.1,+0.8
BYU,168-139-8,54.7%,9.1,+1.0
Villanova,274-227-7,54.7%,6.9,+1.0
Davidson,213-177-5,54.6%,6.1,+0.9
New Hampshire,66-55-2,54.6%,-2.8,+1.0
Louisiana Tech,92-77-3,54.4%,6.0,+0.7
Kansas St,271-227-13,54.4%,2.2,+1.1
Cal Baptist,37-31-0,54.4%,7.1,+1.2
Lipscomb,62-52-0,54.4%,1.8,+1.0
Chicago St,44-37-0,54.3%,-11.0,+1.0
Middle Tenn,102-86-4,54.3%,1.5,0.0
Penn,103-87-5,54.2%,0.4,+0.6
Niagara,112-95-6,54.1%,0.1,+1.4
Grambling,33-28-1,54.1%,-7.6,+2.7
Southern Miss,179-152-7,54.1%,1.0,+0.5
Weber St,76-65-2,53.9%,4.2,+0.8
Auburn,284-243-13,53.9%,2.6,+0.4
Utah Valley,42-36-2,53.9%,3.9,+1.9
Robert Morris,57-49-1,53.8%,-0.1,-0.1
UC Irvine,108-93-4,53.7%,4.3,+1.2
UTEP,130-112-5,53.7%,4.2,+0.5
Texas A&M,256-221-11,53.7%,1.5,+0.1
Louisville,247-214-14,53.6%,7.8,+1.0
Seattle,45-39-1,53.6%,2.7,+1.1
Gonzaga,98-85-6,53.6%,15.5,+1.2
Tennessee,297-258-5,53.5%,5.9,+0.9
Florida St,237-206-13,53.5%,1.8,+0.1
Colgate,85-74-0,53.5%,0.3,+0.6
N Arizona,70-61-1,53.4%,2.0,+0.8
Wichita St,257-224-15,53.4%,5.7,+0.5
Jacksonville,55-48-1,53.4%,0.3,+0.8
Drexel,144-126-10,53.3%,1.9,+0.6
Sam Houston,57-50-3,53.3%,4.9,+0.4
Iowa St,254-223-11,53.3%,1.8,+0.4
Kent St,277-244-18,53.2%,5.2,+0.8
Harvard,59-52-2,53.2%,1.2,+1.1
Xavier,276-244-9,53.1%,7.2,+0.8
Army,96-85-2,53.0%,-3.3,-0.6
S Dakota St,70-62-0,53.0%,4.0,+1.5
High Point,70-62-1,53.0%,1.8,-0.3
Fairfield,140-124-9,53.0%,1.0,+0.1
Boise St,194-172-9,53.0%,5.8,+1.0
North Carolina,251-223-7,53.0%,8.8,+0.8
Saint Mary's,108-96-2,52.9%,8.6,+0.8
E Texas A&M,9-8-0,52.9%,-1.1,-1.3
UAB,209-186-6,52.9%,5.2,+0.7
S Carolina St,37-33-1,52.9%,-6.5,+1.0
New Mexico,223-199-8,52.8%,4.7,+0.4
Saint Louis,290-259-4,52.8%,1.4,+0.4
Mt St Mary's,47-42-0,52.8%,-2.6,+1.1
Memphis,247-222-10,52.7%,8.3,+0.8
Belmont,79-71-3,52.7%,6.5,+0.8
Utah,170-153-10,52.6%,4.8,+1.0
Ohio,282-254-9,52.6%,2.1,-0.1
Akron,267-241-7,52.6%,5.3,+0.3
Duke,276-250-12,52.5%,13.6,+0.7
NC Wilmington,160-145-9,52.5%,0.6,-0.1
Georgia Tech,260-236-6,52.4%,0.3,+0.2
Mississippi St,274-249-15,52.4%,2.0,+0.2
Creighton,274-249-11,52.4%,6.3,+0.6
Utah St,165-150-10,52.4%,6.5,+1.0
Siena,132-120-8,52.4%,0.3,+0.3
San Diego St,211-192-14,52.4%,6.9,+0.9
Furman,146-133-7,52.3%,3.0,+0.4
N Alabama,45-41-1,52.3%,2.7,+0.2
Hofstra,146-133-8,52.3%,2.9,+0.9
Iowa,270-248-12,52.1%,3.7,+0.7
Portland St,75-69-4,52.1%,3.9,+0.7
Portland,89-82-2,52.1%,-3.1,-0.2
Maryland,256-236-12,52.0%,7.0,+0.6
N Texas,92-85-5,52.0%,1.8,+0.7
Northeastern,118-109-4,52.0%,1.4,+0.7
Navy,93-86-2,52.0%,-0.3,+0.6
South Dakota,67-62-2,51.9%,3.3,0.0
Mississippi,282-261-9,51.9%,2.8,0.0
F Dickinson,41-38-0,51.9%,-2.6,+0.3
American,109-101-2,51.9%,0.4,+0.2
Georgia So,83-77-6,51.9%,1.9,0.0
Illinois Chicago,168-156-8,51.9%,-1.4,-0.5
Temple,270-251-7,51.8%,3.4,+0.2
SC Upstate,71-66-5,51.8%,-2.2,+0.7
N Illinois,258-240-11,51.8%,-3.4,+0.2
Oregon,130-121-5,51.8%,6.7,+0.2
W Kentucky,131-122-7,51.8%,4.6,+0.2
Youngstown St,118-110-10,51.8%,0.0,+0.5
Marist,120-112-5,51.7%,-1.1,+0.2
Indiana St,260-243-11,51.7%,0.0,+0.4
Tulsa,214-200-9,51.7%,1.9,+0.1
S Alabama,108-101-2,51.7%,2.1,+0.2
Kansas,202-189-9,51.7%,11.8,+0.6
Stony Brook,64-60-6,51.6%,0.3,-1.1
Texas A&M-CC,49-46-2,51.6%,0.7,+1.7
Monmouth,68-64-3,51.5%,-2.8,+0.1
Houston,243-229-8,51.5%,4.5,+1.0
CS Fullerton,92-87-3,51.4%,1.0,+0.3
Clemson,241-228-8,51.4%,3.1,+0.2
Montana,74-70-0,51.4%,4.2,+0.7
UNLV,226-214-7,51.4%,4.4,+0.2
Saint Joseph's,255-242-13,51.3%,1.8,+0.5
UCF,181-172-6,51.3%,2.3,+0.5
Florida Atlantic,83-79-4,51.2%,-0.7,+1.0
