Rank,Hotness Score,Matchup,Time,Location
1,98.3,#11 Iowa St  vs.  #32 Mississippi St,8:00 PM,Sanford Sports Pentagon
2,86.9,#101 Santa Clara  at  #89 Xavier,8:30 PM,Cintas Center
3,78.5,#123 NC Wilmington  at  #141 Kent St,7:00 PM,Memorial Athletic and Convocation Center
4,76.9,#195 New Orleans  at  #51 LSU,8:00 PM,Pete Maravich Assembly Center
5,76.5,#142 W Kentucky  at  #138 E Kentucky,7:00 PM,Baptist Health Arena
6,74.3,#224 Columbia  at  #8 UConn,6:30 PM,Harry A. Gampel Pavilion
7,71.0,#227 E Michigan  at  #63 Pittsburgh,7:00 PM,Petersen Events Center
8,68.7,#246 Lamar  at  #66 TCU,8:00 PM,Schollmaier Arena
9,66.6,#186 St Thomas  at  #169 Washington St,9:30 PM,Friel Court at Beasley Coliseum
10,65.8,#231 Fairfield  at  #117 Seton Hall,7:00 PM,Walsh Gym
11,63.7,#274 Cleveland St  at  #57 Northwestern,8:30 PM,Welsh-Ryan Arena
11,63.7,#221 Indiana St  at  #145 SIU Edward,7:00 PM,First Community Arena at the Vadalabene Center
13,60.9,#267 SE Louisiana  at  #102 Georgia Tech,9:00 PM,McCamish Pavilion
14,59.3,#276 N Illinois  at  #104 Grand Canyon,9:00 PM,Global Credit Union Arena at GCU
15,58.8,#294 Lindenwood  at  #73 Saint Louis,8:00 PM,Chaifetz Arena
16,57.3,#314 W Georgia  at  #36 UCLA,10:00 PM,Pauley Pavilion presented by Wescom Financial
17,55.5,#305 Maine  at  #82 Rutgers,6:30 PM,Jersey Mike's Arena
17,55.5,#304 CS Fullerton  at  #84 California,10:00 PM,Haas Pavilion
19,51.4,#313 E Texas A&M  at  #114 Hawai'i,1:00 AM,Bankoh Arena at the Stan Sheriff Center
20,49.3,#225 Little Rock  at  #244 Milwaukee,8:00 PM,UWM Panther Arena
21,48.4,#338 Holy Cross  at  #95 Utah,9:00 PM,Jon M. Huntsman Center
22,47.2,#360 Stetson  at  #54 Miami,7:00 PM,Watsco Center
23,27.6,#302 Presbyterian  at  #292 Georgia St,7:00 PM,Georgia State Convocation Center
24,14.9,#341 Delaware St  at  #319 Niagara,6:30 PM,Gallagher Center
25,13.3,#336 S Carolina St  at  #335 NC A&T,7:00 PM,Corbett Sports Center
26,13.1,#362 New Haven  at  #299 UMass Lowell,6:00 PM,Kennedy Family Athletic Complex
27,11.1,#332 Charleston So  at  #349 The Citadel,7:00 PM,McAlister Field House
28,--,College of Biblical Studies  at  #126 McNeese,7:30 PM,Townsley Law Arena
28,--,Reinhardt  at  #136 Jacksonville St,12:00 PM,Pete Mathews Coliseum
28,--,Ecclesia College  at  #220 Southern,12:00 PM,F. G. Clark Activity Center
28,--,Ripon College  at  #344 Green Bay,12:00 PM,Resch Center
28,--,Columbia International  at  #174 Furman,6:30 PM,Timmons Arena
28,--,Virginia-Lynchburg  at  #312 Tenn Tech,7:00 PM,Hooper Eblen Center
28,--,Penn State Shenango  at  #139 Youngstown St,6:30 PM,Zidian Family Arena at Beeghly Center
28,--,Rust College  at  #347 UL Monroe,7:30 PM,Fant-Ewing Coliseum
28,--,Arlington Baptist College  at  #201 UT Arlington,8:00 PM,College Park Center
28,--,North Greenville  at  #326 Gardner-Webb,7:00 PM,Paul Porter Arena
28,--,Molloy  at  #165 Hofstra,11:30 AM,David S. Mack Sports Complex
28,--,Geneva  at  #226 Robert Morris,7:00 PM,UPMC Events Center
28,--,Simpson College  at  #151 Drake,7:30 PM,Knapp Center
28,--,Lincoln (CA)  at  #111 UC Irvine,10:00 PM,Bren Events Center
