Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Louisville,Eastern Kentucky,21.0,157.,154,[],False
Maryland,Maryland-Eastern Shore,43.0,152.,147,[],False
Georgetown,Georgetown,-28.0,137.5.,136,[],False
Saint Joseph'S,Delaware State,19.0,148.5.,134,[],False
Georgia Tech,Georgia Tech,-21.5,153.5.,141,[],False
Memphis,Memphis,-1.5,151.5.,157,[],False
North Carolina A&T,North Carolina A&T,1.5,156.5.,157,[],False
George Mason,Mount St. Mary's,16.0,140.,120,[],False
Georgia St.,Mercer,1.0,157.,139,[],False
DePaul,DePaul,-18.5,145.,149,[],False
Davidson,Davidson,-14.0,144.,150,[],False
Colorado St.,New Mexico,1.5,152.5.,144,[],False
Hampton,Hampton,-4.0,145.5.,150,[],False
UCLA,UCLA,4.5,149.,127,[],False
Boston College,Fairleigh Dickinson,14.5,149.5.,148,[],False
Texas A&M,Texas A&M,-20.5,139.5.,146,[],False
Columbia,Columbia,-9.5,153.,157,[],False
Wyoming,Wyoming,5.5,134.,129,[],False
San Jose St.,San Jose St.,8.5,143.,144,[],False
McNeese St.,McNeese St.,-23.5,144.5.,147,[],False
San Diego St.,Utah St.,4.0,142.,133,[],False
Richmond,Florida Gulf Coast,3.0,138.,132,[],False
St. John'S,Delaware,25.0,157.5.,173,[],False
Grand Canyon,San Diego,16.0,146.5.,123,[],False
Elon University,Elon University,-5.0,144.,132,[],False
Santa Clara,Pepperdine,15.0,154.,171,[],False
Portland,Washington St.,-13.0,152.5.,162,[],False
Saint Mary'S,Pacific,21.0,136.,130,[],False
California Baptist,Jackson State,14.0,143.,152,[],False
San Francisco,San Francisco,-11.0,138.,125,[],False
UNLV,Fresno St.,15.5,145.5.,164,[],False
