Team,ATS Record,Cover %,MOV,ATS +/-
Okla City,47-23-4,67.1%,13.4,+3.9
Toronto,7-4-0,63.6%,4.9,+0.8
Cleveland,41-29-1,58.6%,11.0,+2.2
LA Clippers,25-18-0,58.1%,10.4,+3.2
Orlando,25-19-0,56.8%,4.8,-0.7
Memphis,27-22-0,55.1%,10.2,+4.2
LA Lakers,24-20-2,54.6%,3.7,-2.2
Portland,6-5-0,54.6%,5.8,+1.5
Houston,29-26-0,52.7%,9.3,+2.5
New York,31-29-1,51.7%,7.1,-0.4
Detroit,17-16-0,51.5%,8.3,+2.2
San Antonio,12-12-0,50.0%,6.4,+1.6
Chicago,9-9-1,50.0%,2.8,-1.7
Milwaukee,25-26-1,49.0%,5.4,-0.8
Golden State,23-24-3,48.9%,7.2,+0.1
Miami,19-21-0,47.5%,4.8,-0.5
Boston,34-38-1,47.2%,9.3,-0.6
Dallas,15-17-1,46.9%,6.4,-0.2
New Orleans,9-11-0,45.0%,-2.1,-6.2
Denver,24-32-1,42.9%,5.3,-1.8
Sacramento,19-26-4,42.2%,4.0,-2.4
Minnesota,24-33-0,42.1%,5.6,-1.2
Indiana,18-26-2,40.9%,4.1,-2.5
Phoenix,17-26-1,39.5%,3.7,-1.9
Brooklyn,4-7-0,36.4%,-5.5,-8.4
Atlanta,10-18-0,35.7%,0.7,-4.7
Utah,1-2-0,33.3%,3.0,+0.3
Philadelphia,7-20-0,25.9%,0.3,-5.4
Charlotte,0-8-0,0.0%,-5.3,-9.6
Washington,0-3-0,0.0%,-2.7,-6.0
