Rank,Hotness Score,Matchup,Time,Location
1,98.8,#12 Arizona  vs.  #5 Florida,7:00 PM,T-Mobile Arena
2,97.2,#40 Villanova  vs.  #17 BYU,9:30 PM,T-Mobile Arena
3,84.4,#94 Bradley  vs.  #117 St Bonaventure,11:00 AM,Rock Hill Sports & Event Center
4,83.0,#149 St Thomas  at  #55 Saint Mary's,10:00 PM,University Credit Union Pavilion
5,82.9,#114 Furman  vs.  #111 High Point,6:30 PM,Rock Hill Sports & Event Center
6,81.5,#133 J Madison  at  #100 Akron,7:00 PM,James A. Rhodes Arena
7,81.0,#156 San Jose St  at  #73 Utah,9:00 PM,Jon M. Huntsman Center
8,80.4,#186 Oakland  at  #7 Michigan,8:30 PM,Crisler Center
9,80.2,#182 Southern  at  #23 Arkansas,7:00 PM,Bud Walton Arena
10,79.6,#189 Lipscomb  at  #31 Vanderbilt,8:00 PM,Memorial Gymnasium
10,79.6,#174 Youngstown St  at  #60 Pittsburgh,7:00 PM,Petersen Events Center
12,79.1,#134 Troy  at  #126 Kent St,7:00 PM,Memorial Athletic and Convocation Center
13,78.6,#115 Boston College  at  #144 Florida Atlantic,7:00 PM,Abessinio Court at Eleanor R. Baldwin Arena
14,78.0,#176 Hofstra  at  #72 UCF,8:00 PM,Addition Financial Arena
15,77.5,#197 Campbell  at  #30 Wisconsin,8:00 PM,Kohl Center
16,76.9,#154 Arkansas St  at  #120 Ohio,7:00 PM,Convocation Center
17,76.4,#207 Colgate  at  #21 Michigan St,7:00 PM,Jack Breslin Student Events Center
18,76.1,#213 Quinnipiac  at  #8 St John's,6:30 PM,Carnesecca Arena
18,76.1,#180 Purdue FW  at  #93 Grand Canyon,9:00 PM,Global Credit Union Arena at GCU
20,75.6,#177 Samford  at  #107 Tulane,8:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
21,74.6,#188 Incarnate Word  at  #87 Colorado St,9:00 PM,Moby Arena
22,73.9,#195 N Dakota St  at  #92 Oregon St,9:30 PM,Gill Coliseum
23,73.5,#229 E Washington  at  #9 UCLA,10:30 PM,Pauley Pavilion presented by Wescom Financial
24,72.0,#216 Montana St  at  #76 Colorado,9:00 PM,CU Events Center
25,71.9,#235 Bethune  at  #22 Auburn,8:00 PM,Neville Arena
26,71.6,#206 CS Bakersfield  at  #97 California,10:00 PM,Haas Pavilion
27,71.5,#209 Wofford  at  #96 George Mason,7:00 PM,EagleBank Arena
28,71.3,#243 Jackson St  at  #10 Illinois,8:30 PM,State Farm Center
29,71.2,#236 SE Louisiana  at  #37 Mississippi,8:00 PM,The Sandy and John Black Pavilion at Ole Miss
30,70.7,#165 S Alabama  at  #160 Toledo,7:00 PM,Savage Arena
31,70.6,#230 Marist  at  #59 Xavier,7:15 PM,Cintas Center
32,70.1,#122 Murray St  vs.  #203 Omaha,1:30 PM,Sanford Sports Pentagon
33,69.5,#251 UT Rio Grande  at  #24 Baylor,8:00 PM,Paul and Alejandra Foster Pavilion
34,69.2,#233 SE Missouri St  at  #81 Saint Louis,8:00 PM,Chaifetz Arena
35,68.9,#256 Mercer  at  #11 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
36,68.5,#196 Old Dominion  at  #137 Miami OH,7:00 PM,Millett Hall
37,68.3,#250 NW State  at  #45 Texas A&M,8:00 PM,Reed Arena
38,67.4,#263 Cal Poly  at  #34 USC,9:30 PM,Galen Center
