Rank,Hotness Score,Matchup,Time,Location
39,67.3,#171 Indiana St  at  #179 Charlotte,8:00 PM,Dale F. Halton Arena
40,66.1,#218 Idaho  at  #128 Washington St,9:30 PM,Friel Court at Beasley Coliseum
40,66.1,#271 Texas So  at  #19 Gonzaga,9:00 PM,McCarthey Athletic Center
42,63.7,#279 Tarleton St  at  #43 SMU,8:00 PM,Moody Coliseum
42,63.7,#276 Jacksonville  at  #68 Miami,8:00 PM,Watsco Center
44,63.0,#249 Cleveland St  at  #116 Loyola Chi,8:00 PM,Joseph J. Gentile Arena
45,61.9,#283 New Orleans  at  #54 TCU,8:00 PM,Ed and Rae Schollmaier Arena
46,61.8,#244 Merrimack  vs.  #136 S Dakota St,9:00 PM,Sanford Sports Pentagon
47,61.5,#200 Marshall  at  #191 UMass,7:00 PM,William D. Mullins Memorial Center
48,60.3,#306 S Carolina St  at  #16 Louisville,9:00 PM,KFC Yum! Center
49,59.7,#300 W Carolina  at  #41 Cincinnati,7:00 PM,Fifth Third Arena
50,59.3,#311 Lehigh  at  #1 Houston,8:00 PM,Fertitta Center
51,59.0,#299 LIU  at  #61 Notre Dame,7:00 PM,Purcell Pavilion at the Joyce Center
52,58.4,#294 Maine  at  #84 G Washington,8:00 PM,Charles E. Smith Center
53,57.8,#28 Missouri  at  #315 Howard,7:00 PM,Burr Gymnasium
54,57.6,#305 American  at  #63 Wake Forest,8:00 PM,Lawrence Joel Veterans Memorial Coliseum
55,57.5,#152 Winthrop  at  #259 Queens,8:00 AM,Rock Hill Sports & Event Center
56,57.1,#321 North Dakota  at  #15 Alabama,8:00 PM,Coleman Coliseum
57,56.6,#319 NC Central  at  #44 NC State,7:00 PM,Lenovo Center
58,56.3,#181 Texas St  at  #242 Bowling Green,7:00 PM,Stroh Center
58,56.3,#291 Saint Peter's  at  #110 Seton Hall,7:30 PM,Prudential Center
58,56.3,#312 W Georgia  at  #56 Nebraska,8:00 PM,Pinnacle Bank Arena
61,56.2,#320 Albany  at  #39 Marquette,8:00 PM,Fiserv Forum
61,56.2,#318 Rider  at  #52 Virginia,7:00 PM,John Paul Jones Arena
63,55.7,#310 Gardner-Webb  at  #74 Minnesota,8:00 PM,Williams Arena
63,55.7,#329 Green Bay  at  #13 Kansas,8:00 PM,Allen Fieldhouse
65,55.4,#127 Drake  vs.  #282 N Arizona,4:00 PM,Sanford Sports Pentagon
66,53.6,#334 Bellarmine  at  #35 Georgia,7:30 PM,Stegeman Coliseum
67,53.4,#325 Binghamton  at  #70 Syracuse,7:00 PM,JMA Wireless Dome
68,53.2,#314 Fairfield  at  #88 Penn St,7:00 PM,Bryce Jordan Center
69,53.1,#304 Air Force  at  #112 Belmont,7:30 PM,Curb Event Center
70,52.2,#308 Lafayette  at  #113 Saint Joseph's,7:00 PM,Michael J. Hagan Arena
71,52.1,#330 Charleston So  at  #77 Virginia Tech,7:00 PM,Cassell Coliseum
72,50.8,#353 F Dickinson  at  #18 Iowa St,8:00 PM,James H. Hilton Coliseum
73,50.7,#118 Towson  at  #317 Loyola MD,9:00 PM,Baltimore Arena
74,50.6,#338 Canisius  at  #67 Dayton,7:00 PM,University of Dayton Arena
75,50.5,#346 St Francis PA  at  #48 Oklahoma,8:30 PM,Lloyd Noble Center
75,50.5,#359 New Haven  at  #4 UConn,7:00 PM,Harry A. Gampel Pavilion
77,50.0,#350 New Hampshire  at  #42 Clemson,7:00 PM,Littlejohn Coliseum
78,49.5,#354 Holy Cross  at  #46 Providence,7:15 PM,Amica Mutual Pavilion
78,49.5,#360 IU Indy  at  #20 Ohio St,6:30 PM,Value City Arena
80,48.9,#340 Chicago St  at  #82 DePaul,8:00 PM,Wintrust Arena
81,48.8,#361 C Arkansas  at  #27 North Carolina,7:00 PM,Dean E. Smith Center
82,48.3,#245 Hampton  at  #227 Milwaukee,8:00 PM,UW-Milwaukee Panther Arena
82,48.3,#356 Wagner  at  #50 VCU,7:00 PM,Stuart C. Siegel Center
82,48.3,#327 Florida A&M  at  #121 S Florida,8:00 PM,Yuengling Center
85,48.0,#344 Morgan St  at  #86 Georgetown,6:30 PM,Capital One Arena
86,47.6,#339 Niagara  at  #103 Duquesne,7:00 PM,UPMC Cooper Fieldhouse
86,47.6,#328 Denver  at  #124 Seattle,10:00 PM,Redhawk Center
86,47.6,#36 Maryland  vs.  #364 Coppin St,6:30 PM,Baltimore Arena
89,47.4,#358 Mercyhurst  at  #57 Northwestern,8:00 PM,Welsh-Ryan Arena
90,47.0,#363 AR-Pine Bluff  at  #49 Washington,11:00 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
91,46.5,#237 Louisiana  at  #248 Ball St,7:00 PM,Worthen Arena
92,46.2,#190 App State  at  #293 C Michigan,7:00 PM,McGuirk Arena
92,46.2,#309 Detroit Mercy  at  #161 Illinois Chicago,8:00 PM,Credit Union 1 Arena
94,45.7,#210 Navy  at  #277 Presbyterian,7:00 PM,Ross E. Templeton Physical Education Center
95,45.1,#331 Tenn Tech  at  #139 W Kentucky,7:30 PM,E.A. Diddle Arena
96,44.3,#362 Maryland ES  at  #85 Georgia Tech,7:30 PM,McCamish Pavilion
97,44.0,#266 Bryant  at  #234 Siena,7:00 PM,MVP Arena
98,42.1,#270 Boston U  at  #239 Northeastern,7:30 PM,Matthews Arena
99,41.2,#365 Miss Valley St  at  #106 UAB,7:30 PM,Bartow Arena
100,40.6,#336 W Illinois  at  #164 Radford,7:00 PM,Carilion Clinic Court at the Dedmon Center
101,38.6,#345 SC Upstate  at  #166 Cal Baptist,10:30 PM,Dale E. and Sarah Ann Fowler Events Center
102,37.1,#355 Stetson  at  #162 Rhode Island,7:00 PM,Thomas M. Ryan Center
103,37.0,#258 Delaware  at  #284 Bucknell,7:00 PM,Sojka Pavilion
104,33.1,#275 Utah Tech  at  #287 South Dakota,8:30 PM,Sanford Coyote Sports Center
105,30.6,#292 Georgia St  at  #286 E Michigan,6:30 PM,George Gervin GameAbove Center
106,29.7,#281 Coastal Car  at  #301 W Michigan,7:00 PM,University Arena in Read Fieldhouse
107,20.3,#303 Southern Miss  at  #332 Buffalo,6:30 PM,Alumni Arena
108,13.5,#348 UL Monroe  at  #322 N Illinois,8:00 PM,NIU Convocation Center
109,--,Union College (KY)  at  #108 Chattanooga,7:00 PM,McKenzie Arena
109,--,McMurry  at  #198 Abl Christian,9:00 PM,Moody Coliseum
109,--,Westminster College  at  #51 Utah St,9:00 PM,Dee Glen Smith Spectrum
109,--,Life Pacific  at  #231 Pepperdine,9:00 PM,Firestone Fieldhouse
109,--,Farmingdale State  at  #257 Stony Brook,6:30 PM,Stony Brook Arena
109,--,West Coast Baptist  at  #272 Weber St,9:00 PM,Dee Events Center
109,--,Texas-Permian Basin  at  #147 UTEP,9:00 PM,Don Haskins Center
109,--,Northwest Indian College  at  #202 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
109,--,Hawaii Pacific  at  #53 Boise St,9:00 PM,ExtraMile Arena
109,--,Erskine  at  #351 The Citadel,7:00 PM,McAlister Field House
109,--,SUNY-Cobleskill  at  #352 Le Moyne,7:00 PM,Ted Grant Court
109,--,Willamette  at  #252 Portland,10:00 PM,Chiles Center
109,--,Fresno Pacific  at  #215 Fresno St,10:30 PM,Save Mart Center
109,--,Arlington Baptist College  at  #342 E Texas A&M,11:30 AM,The Field House
109,--,Cal Tech  at  #337 CS Fullerton,10:00 PM,Titan Gym
109,--,Bethesda University  at  #104 UC Irvine,10:00 PM,Bren Events Center
109,--,Texas A&M-San Antonio  at  #238 Lamar,12:00 PM,Neches Federal Credit Union Arena at the Montagne
109,--,Lincoln (CA)  at  #131 Loyola Mymt,10:00 PM,Gersten Pavilion
109,--,La Verne  at  #129 UCSD,10:00 PM,LionTree Arena
109,--,Johnson & Wales (NC)  at  #297 VMI,6:00 PM,Cameron Hall
109,--,Nobel University  at  #183 CS Northridge,10:00 PM,Premier America Credit Union Arena
109,--,La Sierra University  at  #264 UC Riverside,10:00 PM,SRC Arena
109,--,UC Santa Cruz  at  #69 San Francisco,10:00 PM,War Memorial at the Sobrato Center
109,--,College of Biblical Studies  at  #349 Prairie View,1:00 PM,William J. Nicks Building
109,--,Colorado College  at  #172 N Colorado,9:30 PM,Bank of Colorado Arena
109,--,Millsaps  at  #194 SF Austin,3:00 PM,William R. Johnson Coliseum
109,--,Thomas College  at  #343 Stonehill,5:00 PM,Merkert Gymnasium
109,--,Widener  at  #228 Drexel,6:00 PM,Daskalakis Athletic Center
109,--,Northern State  at  #157 Wyoming,8:30 PM,Arena-Auditorium
109,--,Trinity (TX)  at  #221 Texas A&M-CC,8:30 PM,American Bank Center
109,--,Oklahoma Christian  at  #148 Tulsa,8:00 PM,Reynolds Center
109,--,Mary Baldwin  at  #205 Longwood,7:00 PM,Joan Perry Brock Center
109,--,Georgian Court  at  #225 William & Mary,7:00 PM,Kaplan Arena
109,--,Florida National  at  #224 Florida Intl,7:00 PM,Ocean Bank Convocation Center
109,--,Washington Adventist  at  #217 Norfolk St,7:00 PM,Joseph G. Echols Memorial Hall
109,--,DeSales  at  #143 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
109,--,Oakwood  at  #146 Jacksonville St,7:00 PM,Pete Mathews Coliseum
109,--,Le Tourneau  at  #185 Sam Houston,7:30 PM,Bernard G. Johnson Coliseum
109,--,Champion Baptist  at  #119 McNeese,7:30 PM,Townsley Law Arena
109,--,Rivier  at  #278 UMass Lowell,7:00 PM,Kennedy Family Athletic Complex
109,--,Paine  at  #141 Kennesaw St,7:00 PM,KSU Convocation Center
109,--,Kentucky Christian  at  #89 Liberty,7:00 PM,Liberty Arena
109,--,Midway  at  #290 Morehead St,7:00 PM,Ellis T. Johnson Arena
109,--,Tusculum  at  #130 Charleston,7:00 PM,TD Arena
109,--,Franklin College  at  #167 Wright St,7:00 PM,Nutter Center
109,--,Huston-Tillotson  at  #285 Grambling,7:30 PM,Willis Reed Court at the Fredrick C. Hobdy Center
109,--,Evangel  at  #302 Kansas City,8:00 PM,Swinney Recreation Center
109,--,McKendree  at  #155 S Illinois,8:00 PM,Banterra Center
109,--,Southern Arkansas  at  #288 Hou Christian,8:00 PM,Sharp Gymnasium
109,--,North Texas-Dallas  at  #208 UT Arlington,8:00 PM,College Park Center
109,--,Mount Olive  at  #105 NC Wilmington,7:00 PM,Trask Coliseum
109,--,Menlo College  at  #247 UC Davis,8:00 PM,University Credit Union Center
109,--,Blue Mountain College  at  #313 Alabama A&M,8:00 PM,Alabama A&M Events Center
109,--,SUNY-Maritime  at  #341 Army,8:00 PM,Christl Arena
109,--,Fisk  at  #241 Tennessee St,8:00 PM,Gentry Center
109,--,Cincinnati Clermont  at  #268 N Kentucky,7:00 PM,Truist Arena
109,--,Bryan  at  #289 Austin Peay,8:30 PM,F&M Bank Arena
109,--,New College Of Florida  at  #204 FGCU,7:00 PM,Alico Arena
109,--,Western New England  at  #199 Vermont,7:00 PM,Patrick Gymnasium
109,--,New Mexico Highlands  at  #90 N Texas,8:30 PM,UNT Coliseum
109,--,Northern Vermont-Johnson  at  #307 C Connecticut,7:00 PM,Harrison J. Kaiser Hall/Detrick Gymnasium
