Team,ATS Record,Cover %,MOV,ATS +/-
Houston,3-0-0,100.0%,5.7,+9.5
Detroit,5-1-0,83.3%,3.8,+6.8
Chicago,13-4-0,76.5%,-2.2,+3.3
Denver,3-1-0,75.0%,0.8,+4.3
San Antonio,9-4-0,69.2%,5.1,+11.0
Miami,13-6-0,68.4%,3.7,+8.8
Atlanta,12-6-0,66.7%,-1.7,+3.9
Boston,7-4-0,63.6%,-0.8,+2.8
Portland,14-8-0,63.6%,-4.5,+1.8
Philadelphia,8-6-0,57.1%,-6.0,-1.0
Toronto,8-6-0,57.1%,0.7,+5.7
Charlotte,16-12-0,57.1%,-3.7,+3.0
New Orleans,18-14-1,56.3%,-8.7,-0.6
Dallas,13-11-0,54.2%,-4.1,+2.6
LA Lakers,8-7-0,53.3%,-5.2,-1.2
LA Clippers,9-8-0,52.9%,-4.0,+2.2
Milwaukee,10-9-0,52.6%,-4.7,+1.1
Phoenix,10-9-0,52.6%,-7.1,-0.2
Indiana,15-14-0,51.7%,-10.4,-3.5
Utah,15-14-0,51.7%,-8.1,+0.9
Orlando,5-5-0,50.0%,-3.6,+0.8
Cleveland,3-3-0,50.0%,-2.3,+0.8
Golden State,5-5-0,50.0%,-5.1,+1.2
Brooklyn,14-15-1,48.3%,-5.6,+3.6
Washington,13-17-0,43.3%,-10.6,+0.7
Minnesota,3-4-0,42.9%,-6.7,-1.9
New York,2-3-0,40.0%,-3.8,-0.7
Sacramento,11-20-0,35.5%,-12.5,-4.2
Memphis,6-13-0,31.6%,-6.7,-0.2
