Team,Over Record,Over %,Under %,Total +/-
South Dakota,17-3-0,85.0%,15.0%,+11.5
N Florida,17-4-0,81.0%,19.1%,+10.6
Temple,16-5-0,76.2%,23.8%,+8.5
North Dakota,16-5-0,76.2%,23.8%,+7.4
N Arizona,14-5-0,73.7%,26.3%,+0.9
Gard-Webb,16-6-0,72.7%,27.3%,+3.5
Belmont,16-6-0,72.7%,27.3%,+6.4
Northwestern,16-6-0,72.7%,27.3%,+3.3
Howard,13-5-0,72.2%,27.8%,+9.9
USC,15-6-0,71.4%,28.6%,+1.2
Indiana St,15-6-0,71.4%,28.6%,+7.4
Delaware,15-6-0,71.4%,28.6%,+7.1
IL-Chicago,14-6-0,70.0%,30.0%,+9.0
Maryland BC,14-6-0,70.0%,30.0%,+5.2
TN State,14-6-0,70.0%,30.0%,+7.4
NC Central,14-6-0,70.0%,30.0%,+6.4
Loyola-MD,14-6-0,70.0%,30.0%,+2.3
St. Thomas,14-6-1,70.0%,30.0%,+7.2
Cornell,11-5-2,68.8%,31.3%,+8.2
UTSA,13-6-0,68.4%,31.6%,+2.3
Morgan St,13-6-0,68.4%,31.6%,+7.9
Alab A&M,13-6-0,68.4%,31.6%,+6.5
Ohio,13-6-1,68.4%,31.6%,+3.7
Miami (OH),13-6-0,68.4%,31.6%,+4.9
Akron,13-6-0,68.4%,31.6%,+6.0
Ark Pine Bl,13-6-0,68.4%,31.6%,+5.4
CS Bakersfld,15-7-0,68.2%,31.8%,+6.3
Le Moyne,15-7-0,68.2%,31.8%,+7.4
Valparaiso,15-7-0,68.2%,31.8%,+4.9
W Georgia,15-7-0,68.2%,31.8%,+1.9
E Kentucky,14-7-0,66.7%,33.3%,+4.2
Idaho,14-7-0,66.7%,33.3%,+3.5
Longwood,14-7-0,66.7%,33.3%,+3.9
Villanova,14-7-1,66.7%,33.3%,+4.0
SC Upstate,14-7-0,66.7%,33.3%,+1.8
N Dakota St,14-7-0,66.7%,33.3%,+6.1
Dayton,14-7-0,66.7%,33.3%,+2.4
Northeastrn,15-8-0,65.2%,34.8%,+0.9
Gonzaga,15-8-0,65.2%,34.8%,+3.2
Rob Morris,15-8-0,65.2%,34.8%,+4.5
N Colorado,13-7-0,65.0%,35.0%,+5.0
Texas St,13-7-1,65.0%,35.0%,+6.4
San Jose St,13-7-1,65.0%,35.0%,+2.9
Army,13-7-0,65.0%,35.0%,+6.8
Illinois St,13-7-2,65.0%,35.0%,+5.7
E Michigan,13-7-0,65.0%,35.0%,+7.2
U Penn,11-6-2,64.7%,35.3%,+0.2
Yale,11-6-1,64.7%,35.3%,+6.6
IPFW,14-8-0,63.6%,36.4%,+7.9
Cal Poly,14-8-0,63.6%,36.4%,+6.6
Siena,14-8-0,63.6%,36.4%,+5.9
Wisconsin,14-8-0,63.6%,36.4%,+3.5
Bradley,14-8-0,63.6%,36.4%,+3.5
Air Force,14-8-0,63.6%,36.4%,+0.4
Maryland,14-8-0,63.6%,36.4%,+4.3
