Team,ATS Record,Cover %,MOV,ATS +/-
New Haven,1-0-0,100.0%,13.0,+11.5
Queens,26-12-2,68.4%,7.2,+2.5
Utah Tech,18-9-1,66.7%,6.2,+1.2
UCSD,43-23-0,65.2%,9.7,+1.9
St Thomas,43-27-0,61.4%,7.8,+1.4
Mercyhurst,3-2-0,60.0%,6.0,+2.6
Maryland ES,16-11-1,59.3%,5.7,+0.7
Sam Houston,80-55-4,59.3%,8.7,+1.9
Tarleton St,28-20-1,58.3%,7.6,+1.1
Utah Valley,84-62-1,57.5%,8.4,+1.5
BYU,339-256-9,57.0%,12.1,+1.8
Yale,179-137-6,56.7%,8.3,+1.1
Southern Miss,171-133-8,56.3%,6.5,+0.2
St Francis PA,45-35-2,56.3%,4.7,-0.3
Furman,177-140-5,55.8%,8.6,+0.7
S Dakota St,177-140-3,55.8%,10.1,+1.3
Navy,67-53-2,55.8%,5.0,-0.1
NC Central,73-58-2,55.7%,8.9,+1.3
Abl Christian,66-53-2,55.5%,9.0,+1.3
Iowa St,238-192-7,55.4%,10.9,+1.1
Houston,254-207-12,55.1%,12.2,+1.5
Kennesaw St,38-31-3,55.1%,6.7,+0.7
Utah St,310-256-11,54.8%,11.0,+1.4
Illinois Chicago,161-133-8,54.8%,5.9,-0.2
Nevada,268-222-10,54.7%,8.7,+0.5
Davidson,272-226-8,54.6%,9.9,+0.6
Texas A&M-CC,65-54-5,54.6%,6.1,-0.1
Michigan St,383-320-10,54.5%,11.3,+0.6
Colorado St,207-173-9,54.5%,9.0,+1.3
Villanova,346-290-7,54.4%,10.2,+0.4
North Carolina,411-346-14,54.3%,12.3,+0.7
Alabama A&M,26-22-0,54.2%,7.6,+0.8
Saint Mary's,309-262-13,54.1%,11.7,+0.9
New Mexico,276-235-11,54.0%,9.4,+0.3
Nebraska,169-144-5,54.0%,8.3,+0.5
UCF,150-128-6,54.0%,7.9,+0.5
N Alabama,41-35-0,54.0%,7.2,+0.4
Vermont,124-106-6,53.9%,10.8,+0.6
Robert Morris,65-56-0,53.7%,6.1,+0.2
Oklahoma St,257-222-10,53.7%,10.0,+0.9
Stanford,296-257-12,53.5%,10.1,+0.5
Green Bay,178-155-8,53.5%,6.3,+0.2
NC Wilmington,194-169-6,53.4%,7.1,+0.3
Utah,259-227-9,53.3%,10.8,+0.8
Louisiana Tech,221-195-5,53.1%,8.3,+0.3
Tulsa,225-199-9,53.1%,8.4,+0.1
San Diego St,286-253-12,53.1%,9.7,+0.6
Hampton,35-31-1,53.0%,5.6,+1.0
E Michigan,123-109-3,53.0%,5.7,+0.1
Duke,468-415-17,53.0%,14.6,+0.5
Texas A&M,204-181-8,53.0%,8.5,-0.3
