Team,Over Record,Over %,Under %,Total +/-
Syracuse,69-35-0,66.4%,33.7%,+5.7
Santa Clara,67-37-4,64.4%,35.6%,+3.8
Denver,92-54-2,63.0%,37.0%,+3.3
Northeastern,92-56-1,62.2%,37.8%,+3.6
New Orleans,75-46-2,62.0%,38.0%,+3.1
NJIT,81-50-1,61.8%,38.2%,+3.2
W Georgia,14-9-0,60.9%,39.1%,+1.0
Columbia,71-46-3,60.7%,39.3%,+3.1
Long Beach St,93-61-0,60.4%,39.6%,+5.0
Fresno St,79-52-0,60.3%,39.7%,+2.3
Oregon St,68-45-0,60.2%,39.8%,+1.2
Delaware St,74-49-1,60.2%,39.8%,+4.5
S Dakota St,78-52-1,60.0%,40.0%,+4.5
UTSA,82-55-2,59.9%,40.2%,+5.5
South Dakota,80-54-3,59.7%,40.3%,+4.8
Sacred Heart,84-57-0,59.6%,40.4%,+4.7
Cornell,79-55-1,59.0%,41.0%,+4.3
C Arkansas,79-55-2,59.0%,41.0%,+3.6
NC Asheville,66-46-4,58.9%,41.1%,+3.1
Wright St,84-59-0,58.7%,41.3%,+3.5
Boston College,62-44-4,58.5%,41.5%,+1.7
Weber St,80-57-1,58.4%,41.6%,+2.3
Michigan,63-45-0,58.3%,41.7%,+1.4
Old Dominion,77-55-3,58.3%,41.7%,+2.3
San Jose St,76-55-1,58.0%,42.0%,+3.8
Oral Roberts,89-65-2,57.8%,42.2%,+2.2
San Diego,71-52-2,57.7%,42.3%,+3.0
Illinois St,72-53-2,57.6%,42.4%,+2.9
Indiana St,76-56-2,57.6%,42.4%,+4.0
Tulane,61-45-0,57.6%,42.5%,+2.4
Youngstown St,88-65-0,57.5%,42.5%,+2.1
Alcorn St,86-64-0,57.3%,42.7%,+2.9
Georgetown,64-48-0,57.1%,42.9%,+3.2
Nebraska,66-50-1,56.9%,43.1%,+3.6
E Kentucky,87-66-1,56.9%,43.1%,+2.0
Saint Joseph's,71-54-0,56.8%,43.2%,+2.9
Arizona,61-47-0,56.5%,43.5%,+3.7
Morgan St,66-51-1,56.4%,43.6%,+1.7
Toledo,81-63-1,56.3%,43.8%,+4.1
North Dakota,86-67-0,56.2%,43.8%,+3.5
LSU,59-46-1,56.2%,43.8%,+3.1
Providence,60-47-4,56.1%,43.9%,+1.0
NC Wilmington,74-58-2,56.1%,43.9%,+2.7
UMass,61-48-0,56.0%,44.0%,+1.8
Rhode Island,66-52-1,55.9%,44.1%,+0.3
Montana,85-67-0,55.9%,44.1%,+2.9
Duquesne,57-45-1,55.9%,44.1%,+3.2
E Washington,97-77-2,55.8%,44.3%,+1.8
Florida St,59-47-3,55.7%,44.3%,+0.5
Abl Christian,59-47-1,55.7%,44.3%,+1.3
Charlotte,69-55-4,55.7%,44.4%,+1.7
Holy Cross,69-55-4,55.7%,44.4%,+0.9
NC A&T,69-55-0,55.7%,44.4%,+2.3
Dayton,60-48-2,55.6%,44.4%,+1.7
South Carolina,60-48-4,55.6%,44.4%,+0.9
USC,61-49-1,55.5%,44.6%,+1.5
UNLV,63-51-0,55.3%,44.7%,+2.5
Loyola MD,74-60-1,55.2%,44.8%,+1.5
Stetson,69-56-3,55.2%,44.8%,+1.8
Iowa St,59-48-1,55.1%,44.9%,+2.7
Seattle,59-48-2,55.1%,44.9%,+1.6
