Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Tennessee,Miami-Florida,14.5,144.5.,137,[],False
Butler,North Dakota State,13.5,142.5.,139,[],False
Syracuse,Syracuse,-12.5,156.5.,187,[],False
Saint Joseph'S,Charleston,7.5,150.5.,153,[],False
NC State,Coppin St.,31.5,136.5.,122,[],False
West Virginia,West Virginia,-23.5,142.,124,[],False
Brown,Brown,4.0,150.5.,164,[],False
Princeton,Monmouth-NJ,14.0,145.5.,138,[],False
Xavier,Xavier,-28.5,155.5.,177,[],False
Rutgers,Rutgers,-2.5,157.5.,156,[],False
Duke,Incarnate Word,33.5,143.,118,[],False
Davidson,Charlotte,8.0,139.5.,146,[],False
Florida Atlantic,Florida Atlantic,-12.5,154.5.,148,[],False
Houston,Troy,27.0,132.5.,104,[],False
Western Kentucky,Western Kentucky,-14.0,161.,144,[],False
Tulane,Tulane,-6.5,144.,144 pushed the pre-game total of 144.,[],False
DePaul,Providence,2.0,138.5.,133,[],False
Illinois,Wisconsin,7.0,152.5.,166,[],False
Arkansas,Arkansas,4.0,148.,176,[],False
Portland,Kansas City,2.5,142.,133,[],False
San Diego,Long Beach St.,4.0,140.,146,[],False
California,Cornell,9.0,166.5.,168,[],False
Washington,Washington,-13.0,146.5.,156,[],False
