Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Morgan St.,Morgan St.,3.5,155.5.,200,[],False
Xavier,St. John's,-1.0,152.5.,154,[],False
Syracuse,Syracuse,-1.0,154.5.,117,[],False
Northern Illinois,Kent St.,-12.5,139.,118,[],False
Akron,Akron,-8.5,145.5.,158,[],False
Georgia,Georgia,1.5,153.5.,151,[],False
Buffalo,Buffalo,12.0,153.,167,[],False
Florida,Florida,-3.0,152.,116,[],False
Toledo,Eastern Michigan,9.5,154.,177,[],False
West Virginia,Arizona,-4.0,143.,131,[],False
Duke,Duke,-14.0,144.5.,123,[],False
Ball St.,Miami (OH),-2.0,145.5.,152,[],False
Western Michigan,Bowling Green,4.5,151.,162,[],False
Louisville,Louisville,-3.5,146.5.,138,[],False
UAB,UAB,-8.0,156.5.,150,[],False
Marquette,Georgetown,13.5,144.5.,140,[],False
Iowa State,Iowa State,-16.5,152.5.,141,[],False
Baylor,Baylor,-5.5,139.5.,116,[],False
Oklahoma State,Oklahoma State,-2.0,146.,145,[],False
Iowa,Iowa,-4.0,159.,184,[],False
Missouri St.,Illinois-Chicago,2.5,138.5.,143,[],False
Texas-San Antonio,Tulsa,5.5,155.5.,159,[],False
Eastern Illinois,SIU Edwardsville,-2.5,134.5.,117,[],False
Texas,Texas,10.5,149.5.,169,[],False
Colorado St.,Colorado St.,-15.0,150.,155,[],False
Brigham Young,Texas Tech,1.5,148.5.,139,[],False
Missouri,Missouri,-7.5,151.5.,150,[],False
North Carolina,North Carolina,-6.5,166.5.,149,[],False
Vanderbilt,Mississippi State,-2.5,154.5.,140,[],False
Wyoming,New Mexico,-7.5,144.5.,114,[],False
San Jose St.,San Jose St.,9.5,148.,163,[],False
UCLA,Michigan,2.5,144.,169,[],False
Boise St.,Boise St.,-9.0,139.,140,[],False
Saint Mary'S,Saint Mary's,-13.5,134.5.,137,[],False
