2025-01-10,NBA,Golden State,96,Indiana,108,False
2025-01-10,NBA,Milwaukee,109,Orlando,106,False
2025-01-10,NBA,New Orleans,123,Philadelphia,115,False
2025-01-10,NBA,Sacramento,114,Boston,97,False
2025-01-10,NBA,Okla City,126,New York,101,False
2025-01-10,NBA,Washington,105,Chicago,138,False
2025-01-10,NBA,Brooklyn,105,Denver,124,False
